case_id,state,district,project_type,project_category,priority,land_area_acres,number_of_landowners,number_of_land_parcels,affected_villages,affected_households,private_land_pct,government_land_pct,current_stage,days_in_current_stage,survey_completed,ownership_verification_pending,notification_pending,objection_count,compensation_pending,approval_pending,pending_documents,missing_documents,dispute_count,court_case,total_processing_days,previous_stage_delay_days,district_historical_delay_rate,historical_average_delay_days,similar_case_average_delay_days,seasonal_factor,staff_workload_ratio,budget_release_delay_days,compensation_amount_lakh,delayed,expected_additional_delay_days
LA200422,Maharashtra,Nagpur,Industrial,Development Project,Normal,155.02,33,22,2,17,71.4,28.6,Ownership Verification,6,1,1,0,4,0,0,1,0,1,0,136,36,0.557,74.7,20.6,0.98,0.82,7,353.2,1,67
LA202659,Maharashtra,Nashik,Public Infrastructure,Development Project,Normal,221.85,19,9,1,14,82,18,Compensation,39,0,0,0,2,1,0,,0,2,0,97,9,0.523,91,51.3,0.95,0.45,7,431.29,1,55
LA202029,Telangana,Medchal-Malkajgiri,Highway,Major Infrastructure,High,120.85,33,23,6,25,83.4,16.6,Ownership Verification,6,0,0,0,3,0,1,1,0,1,0,162,28,0.528,78.7,22.4,1,0.81,3,666.93,1,62
LA202990,Telangana,Hyderabad,Highway,Major Infrastructure,Normal,52.82,27,12,9,15,56.7,43.3,Compensation,30,1,0,0,2,0,1,6,2,3,0,114,4,0.428,73.8,39,1.06,0.51,4,249.99,1,78
LA201369,Maharashtra,Pune,Railway,Major Infrastructure,High,118.91,25,12,8,16,85.6,14.4,Objection,21,1,0,1,2,0,0,4,1,1,0,118,41,0.557,68.1,49.4,1.17,0.68,3,174.8,1,73
LA200557,Telangana,Medchal-Malkajgiri,Irrigation,Major Infrastructure,Normal,39.25,29,16,1,16,43.5,56.5,Ownership Verification,29,1,0,0,2,1,0,2,1,3,0,131,14,0.481,67.9,86,1.04,0.22,5,194.02,1,67
LA202044,Maharashtra,Aurangabad,Public Infrastructure,Development Project,Normal,86.08,14,9,5,12,32.3,67.7,Award,45,1,1,0,5,0,0,3,2,1,0,142,6,0.388,52.5,62.9,0.91,0.77,1,358.03,1,61
LA201487,Maharashtra,Pune,Industrial,Development Project,Normal,68.31,38,22,10,21,76.8,23.2,Approval,,1,0,0,2,1,1,2,1,2,0,175,11,0.669,86.5,37,1.13,0.79,5,246.91,1,91
LA202680,Telangana,Rangareddy,Railway,Major Infrastructure,Normal,42.49,23,16,3,17,43.8,56.2,Notification,64,1,0,0,1,0,0,0,0,2,0,161,8,0.345,57.5,48.8,1.07,0.3,5,116.27,1,50
LA200571,Odisha,Puri,Industrial,Development Project,Critical,50.32,33,18,1,23,57.9,42.1,Notification,17,1,0,1,2,1,1,1,0,3,0,151,22,0.534,58.4,58.1,1.02,0.68,3,98.75,1,80
LA200353,Maharashtra,Nagpur,Irrigation,Major Infrastructure,Normal,56.02,23,8,6,18,31.5,68.5,Survey,36,1,0,1,3,0,0,2,1,3,0,139,33,0.454,47,58.2,0.98,0.91,6,194.89,1,75
LA200092,Andhra Pradesh,Tirupati,Irrigation,Major Infrastructure,High,78.52,37,26,4,28,62.9,37.1,Compensation,23,1,0,0,6,0,1,4,3,0,0,254,11,0.445,58.4,46.7,0.96,0.61,5,252.96,1,63
LA202563,Karnataka,Belagavi,Highway,Major Infrastructure,Normal,56.33,26,19,3,18,90.3,9.7,Objection,59,1,1,0,0,0,0,1,0,2,0,232,12,0.51,72,37,1.18,0.5,0,107.52,1,60
LA202534,Telangana,Hyderabad,Public Infrastructure,Development Project,Critical,139.55,38,18,12,23,93.8,6.2,Approval,43,1,0,0,1,1,0,3,1,3,0,149,3,0.636,,33.4,0.9,0.63,7,307.54,1,62
LA201171,Maharashtra,Aurangabad,Public Infrastructure,Development Project,Normal,108.14,29,14,7,14,42.9,57.1,Award,12,1,0,0,1,0,0,1,0,1,0,99,8,0.844,95,52.1,0.91,0.46,5,147.67,1,37
LA202249,Karnataka,Belagavi,Public Infrastructure,Development Project,High,71.67,33,15,7,24,68,32,Compensation,13,1,0,0,5,0,1,4,2,1,0,152,31,0.259,33.1,24.4,1.1,0.7,4,204.14,1,71
LA201286,Maharashtra,Nashik,Railway,Major Infrastructure,Normal,42.46,24,18,10,19,88.7,11.3,Survey,41,1,0,0,4,1,0,1,1,0,0,153,12,0.418,63.5,25.9,1.13,0.43,6,33.91,1,52
LA201703,Telangana,Warangal,Highway,Major Infrastructure,Normal,125.26,24,10,2,12,56.9,43.1,Possession,11,1,0,0,4,0,0,3,1,1,0,177,11,0.308,51.3,19.9,1.18,0.43,1,165.58,1,48
LA201469,Karnataka,Bengaluru Rural,Public Infrastructure,Development Project,Normal,152.73,25,15,7,19,50.1,49.9,Possession,33,1,1,1,3,0,1,1,1,6,1,150,6,0.449,75.8,43.5,0.9,0.72,3,141.02,1,118
LA201908,Telangana,Medchal-Malkajgiri,Highway,Major Infrastructure,Normal,116.11,30,20,12,19,37.6,62.4,Survey,62,0,0,1,2,0,0,2,0,2,0,205,29,0.264,53.1,46.7,1.09,0.62,3,417.58,1,58
LA201478,Karnataka,Dharwad,Highway,Major Infrastructure,Normal,22.78,28,17,3,20,93.3,6.7,Possession,76,1,0,0,2,0,1,0,0,3,0,224,3,0.383,57.9,48.5,1.01,0.48,8,52.56,0,58
LA200698,Andhra Pradesh,Tirupati,Irrigation,Major Infrastructure,High,128.02,40,22,8,28,57.6,42.4,Award,73,1,0,0,1,1,1,3,1,1,0,230,7,0.229,35.8,48.6,0.99,0.51,3,373.67,1,69
LA202507,Andhra Pradesh,Krishna,Public Infrastructure,Development Project,Normal,25.01,33,17,3,25,65,35,Ownership Verification,82,1,1,1,0,0,0,1,0,1,0,180,20,0.372,54.5,56,1.14,0.68,3,48.1,1,75
LA200349,Maharashtra,Aurangabad,Highway,Major Infrastructure,Normal,30.11,35,26,1,21,39.5,60.5,Possession,28,1,0,0,5,0,0,0,0,2,0,244,26,0.486,66.8,38.1,1.06,0.74,9,111.21,1,58
LA201645,Telangana,Hyderabad,Public Infrastructure,Development Project,Normal,102.5,29,22,6,18,45.8,54.2,Approval,41,1,0,0,5,0,0,2,0,4,1,161,6,0.348,65.5,31.9,1.05,0.52,1,213.26,1,70
LA202347,Odisha,Sambalpur,Irrigation,Major Infrastructure,Critical,62.2,24,15,10,12,85.8,14.2,Award,29,0,0,0,1,0,0,0,0,1,0,112,3,0.543,83.1,57.2,1.16,0.59,2,227.19,1,30
LA202432,Andhra Pradesh,Visakhapatnam,Public Infrastructure,Development Project,High,71.16,20,14,6,20,93.4,6.6,Ownership Verification,38,1,0,0,3,0,0,1,1,1,0,92,11,0.435,66.9,36.8,1.07,0.48,2,72.69,0,54
LA202169,Andhra Pradesh,Krishna,Industrial,Development Project,High,20.23,28,21,5,18,53.8,46.2,Objection,37,1,0,0,2,0,1,2,0,2,0,177,11,0.199,36.4,36.7,1.14,0.42,2,73.5,0,59
LA201138,Odisha,Sambalpur,Highway,Major Infrastructure,Critical,32.01,29,18,9,16,80.5,19.5,Compensation,47,0,0,0,2,1,0,4,1,1,0,123,5,0.342,51.1,29.8,0.97,0.37,4,135.19,1,63
LA201798,Maharashtra,Kolhapur,Industrial,Development Project,Normal,54.86,28,13,1,11,50.3,49.7,Compensation,18,1,1,1,4,1,1,2,2,1,0,135,12,0.391,52.1,13.2,0.97,0.65,4,184.83,1,88
LA201545,Odisha,Puri,Public Infrastructure,Development Project,Normal,16.98,19,8,9,11,70.3,29.7,Approval,6,1,0,0,3,1,1,4,1,2,0,102,19,0.509,60.5,24.9,1.09,0.84,3,44.97,1,85
LA202837,Andhra Pradesh,Tirupati,Highway,Major Infrastructure,Critical,56.33,28,13,8,15,58.9,41.1,Possession,31,1,0,0,3,0,0,1,0,2,0,106,30,0.795,97.3,58.9,1.14,0.71,5,221.17,0,76
LA202821,Maharashtra,Kolhapur,Public Infrastructure,Development Project,Critical,60.89,22,14,7,14,85.2,14.8,Compensation,31,1,0,0,2,0,0,5,1,4,0,210,5,0.729,93.2,35.3,0.9,0.42,3,116.44,1,59
LA201340,Karnataka,Mysuru,Railway,Major Infrastructure,Normal,80.92,30,13,8,25,68.2,31.8,Objection,39,0,1,0,2,0,1,1,0,5,1,139,10,0.141,22.4,47.3,1.08,0.47,0,170.74,1,93
LA202491,Maharashtra,Nashik,Public Infrastructure,Development Project,High,35.17,30,19,3,16,63.3,36.7,Compensation,76,1,0,0,1,0,0,2,1,1,0,201,5,0.719,87.8,32.7,0.89,0.65,3,78.4,1,57
LA200454,Telangana,Hyderabad,Industrial,Development Project,Normal,173.57,34,15,4,20,35.6,64.4,Survey,46,1,0,0,3,1,0,5,2,3,0,206,11,0.546,67.6,31.1,1.12,0.58,3,279.32,1,73
LA200914,Odisha,Sambalpur,Highway,Major Infrastructure,Normal,127.14,25,11,9,15,63.9,36.1,Approval,4,1,0,0,1,0,0,3,1,1,1,127,8,0.533,67.2,41.3,1.05,0.19,6,507.4,1,48
LA201200,Odisha,Puri,Industrial,Development Project,Normal,79.79,30,22,7,22,78.2,21.8,Compensation,58,1,0,0,1,1,1,3,0,1,0,177,17,0.159,45.2,29.4,0.94,0.48,7,405.2,1,70
LA201275,Telangana,Hyderabad,Irrigation,Major Infrastructure,Normal,62.96,32,18,8,13,69.9,30.1,Notification,28,1,0,1,2,1,0,1,1,0,0,85,2,0.424,55.2,65.4,1.02,0.71,8,216.43,1,53
LA201867,Karnataka,Belagavi,Highway,Major Infrastructure,Critical,41.88,23,16,2,19,64.4,35.6,Notification,49,0,0,0,3,1,0,1,1,3,0,106,6,0.56,72,28.9,1.08,0.58,6,110.7,1,79
LA200038,Andhra Pradesh,Krishna,Highway,Major Infrastructure,Normal,36.47,27,18,3,16,76.8,23.2,Possession,56,1,0,0,3,0,0,1,0,1,1,173,16,0.648,91.2,37.3,0.89,0.36,3,99.11,1,77
LA200975,Maharashtra,Pune,Highway,Major Infrastructure,High,46.6,32,13,11,16,94.9,5.1,Possession,54,1,0,1,4,1,0,1,1,3,0,201,13,0.67,92.9,65.8,0.93,0.62,4,116.12,1,85
LA202771,Odisha,Cuttack,Highway,Major Infrastructure,Normal,90.64,32,20,12,26,85.6,14.4,Approval,22,1,0,0,3,0,1,1,1,0,0,127,18,0.465,72.5,23.3,1.1,0.67,3,155.14,0,51
LA200984,Odisha,Cuttack,Railway,Major Infrastructure,Critical,80.84,33,17,2,28,74.7,25.3,Notification,5,1,0,1,1,1,0,3,0,1,0,103,0,0.376,58.4,71.9,0.9,0.37,3,310.37,1,40
LA201806,Telangana,Warangal,Highway,Major Infrastructure,High,19.01,24,16,12,16,77.7,22.3,Notification,3,1,1,1,1,0,0,1,1,0,0,109,5,0.18,37,41.3,1,0.69,0,81.43,0,48
LA201962,Telangana,Rangareddy,Railway,Major Infrastructure,Normal,43.92,34,21,4,29,47.8,52.2,Approval,34,0,0,0,0,1,1,1,0,2,0,93,13,0.298,37.4,49.5,1.18,0.37,4,106,0,80
LA201419,Maharashtra,Kolhapur,Railway,Major Infrastructure,High,49.62,32,17,11,20,65.6,34.4,Compensation,48,1,0,0,1,1,0,1,0,2,0,180,34,0.391,70.1,32.2,0.92,0.79,3,118.11,1,72
LA201285,Maharashtra,Pune,Highway,Major Infrastructure,Normal,27.88,29,17,8,15,31.9,68.1,Notification,58,1,1,0,1,0,0,1,1,2,0,168,18,0.319,59.7,60.9,1.13,0.46,4,140.29,1,77
LA200040,Telangana,Nalgonda,Railway,Major Infrastructure,Normal,37.5,31,19,4,21,66.6,33.4,Approval,11,1,0,0,0,0,1,0,0,3,0,166,20,0.687,91.5,40.3,1.1,0.69,3,55.65,1,63
LA202541,Andhra Pradesh,Tirupati,Highway,Major Infrastructure,Normal,118.76,33,25,3,13,36.9,63.1,Compensation,51,1,0,0,5,0,0,1,0,1,0,153,13,0.42,58.4,46.4,1.16,0.77,6,386.91,1,40
LA200170,Andhra Pradesh,Tirupati,Railway,Major Infrastructure,Critical,109.54,36,23,2,25,79.4,20.6,Compensation,33,1,0,0,2,1,0,1,1,3,0,176,8,0.509,82.9,27.6,1.06,0.22,6,251.47,1,51
LA201356,Maharashtra,Kolhapur,Irrigation,Major Infrastructure,Normal,63.29,35,26,7,21,86.7,13.3,Objection,88,1,0,0,4,1,0,1,0,3,0,189,4,0.619,71.6,23,1.03,0.3,6,75.15,1,82
LA200738,Odisha,Ganjam,Irrigation,Major Infrastructure,Normal,78.76,37,14,11,21,82.9,17.1,Approval,16,1,1,0,2,0,1,3,3,2,0,228,13,0.487,70.5,56,1.01,0.41,3,186.46,1,78
LA201591,Maharashtra,Nashik,Highway,Major Infrastructure,High,113.12,28,15,11,8,60.6,39.4,Survey,13,1,0,0,3,0,0,1,0,2,0,82,9,0.604,90,26.6,1.06,0.54,7,545.59,1,35
LA202700,Andhra Pradesh,NTR,Public Infrastructure,Development Project,Normal,29.05,33,19,11,23,71.4,28.6,Compensation,40,1,0,0,5,1,0,2,1,1,0,225,13,0.397,65.2,33.6,0.99,0.52,3,,0,67
LA201898,Odisha,Ganjam,Public Infrastructure,Development Project,Normal,,34,25,6,20,32.4,67.6,Objection,7,1,0,0,3,0,1,1,0,1,0,174,10,0.57,84.4,50.7,0.9,0.95,6,404.06,1,49
LA200635,Odisha,Khordha,Public Infrastructure,Development Project,High,55.5,35,23,9,33,67.7,32.3,Award,56,1,0,0,0,1,1,1,1,0,0,168,5,0.488,71.7,28.1,1.1,0.58,5,82.67,1,68
LA202648,Andhra Pradesh,Guntur,Irrigation,Major Infrastructure,High,,29,11,11,21,32,68,Approval,13,0,0,1,2,1,0,0,0,1,0,156,25,0.476,58.5,21,1.1,0.48,2,303.73,1,62
LA201919,Karnataka,Dharwad,Public Infrastructure,Development Project,Normal,53.32,26,20,2,19,99.2,0.8,Ownership Verification,59,1,1,0,2,0,0,1,0,1,0,148,17,0.494,60,26.1,1.05,0.88,5,230.69,0,89
LA201291,Karnataka,Tumakuru,Public Infrastructure,Development Project,High,77.43,37,17,12,21,94,6,Compensation,47,0,0,0,3,1,1,0,0,1,0,124,2,0.449,68.4,22.6,0.97,0.64,4,243.09,1,67
LA201381,Telangana,Medchal-Malkajgiri,Highway,Major Infrastructure,High,18.22,21,11,12,11,33.4,66.6,Objection,24,1,0,0,1,0,0,3,0,2,0,147,14,0.347,58.7,22.1,0.97,0.8,4,38.48,1,52
LA200580,Karnataka,Belagavi,Railway,Major Infrastructure,Normal,53.81,33,21,7,19,38.1,61.9,Award,27,1,0,0,1,0,1,1,0,3,0,97,4,0.321,45.2,21.5,1.06,0.37,6,211.13,1,64
LA200329,Telangana,Rangareddy,Highway,Major Infrastructure,Normal,81.71,,20,8,19,85.4,14.6,Ownership Verification,6,0,0,0,3,0,1,1,0,3,0,101,30,0.655,86.9,69,1.01,0.43,1,391.15,1,70
LA201643,Karnataka,Belagavi,Highway,Major Infrastructure,High,63.1,27,13,9,21,81.2,18.8,Approval,10,1,0,1,8,0,1,2,2,2,0,99,8,0.222,47.8,44.7,1.1,0.64,3,111.29,1,58
LA200893,Maharashtra,Aurangabad,Railway,Major Infrastructure,Normal,272.93,34,23,6,22,84.5,15.5,Approval,36,0,0,0,2,0,0,3,1,0,0,141,38,0.823,96.6,49.6,1.18,0.83,2,556.66,1,67
LA201850,Maharashtra,Kolhapur,Industrial,Development Project,Critical,75.44,28,11,4,23,94.9,5.1,Possession,51,1,0,1,8,0,0,2,0,3,0,167,7,0.441,47.6,41.4,1.02,0.96,2,64.55,1,69
LA200781,Maharashtra,Aurangabad,Highway,Major Infrastructure,Normal,185.39,26,9,2,14,43.2,56.8,Objection,8,1,0,1,1,0,1,1,0,4,0,119,12,0.178,23.1,18,0.93,0.59,3,321.56,1,66
LA200160,Andhra Pradesh,Visakhapatnam,Highway,Major Infrastructure,High,47.41,26,20,5,17,90.9,9.1,Notification,45,0,0,0,1,0,0,1,0,0,0,114,3,0.18,33.9,63.7,1,0.46,4,59.1,1,36
LA201546,Maharashtra,Aurangabad,Highway,Major Infrastructure,Normal,92.14,41,16,1,30,38.1,61.9,Notification,132,1,0,1,4,0,0,,0,1,0,293,34,0.358,54.1,22.1,0.99,0.81,3,468.92,1,71
LA201934,Karnataka,Bengaluru Rural,Public Infrastructure,Development Project,High,72.52,29,16,9,22,97.5,2.5,Ownership Verification,29,0,1,0,2,1,0,0,0,2,0,196,19,0.45,60.9,32.6,0.96,0.48,1,335.03,1,74
LA202979,Maharashtra,Pune,Industrial,Development Project,Normal,218.74,30,14,10,15,80.8,19.2,Survey,58,1,0,0,3,0,0,2,1,1,0,157,9,0.351,53.5,26.1,1.05,0.4,2,215.86,0,47
LA200062,Karnataka,Mysuru,Industrial,Development Project,Normal,69.16,42,27,1,24,45.8,54.2,Notification,23,1,1,0,4,0,0,1,0,1,0,94,28,0.282,45.7,61.6,0.89,0.48,4,97.42,0,51
LA200850,Andhra Pradesh,Tirupati,Railway,Major Infrastructure,Normal,64.74,31,18,9,22,88.3,11.7,Award,63,1,0,0,1,1,0,4,2,1,0,114,4,0.551,75.6,22.3,0.96,0.36,1,361.27,1,73
LA202130,Karnataka,Dharwad,Public Infrastructure,Development Project,Normal,76.32,33,25,6,25,43.9,56.1,Survey,36,1,0,0,0,0,0,3,1,4,1,158,7,0.452,62.2,74.5,0.89,0.5,2,135.4,0,80
LA202893,Odisha,Cuttack,Highway,Major Infrastructure,High,48.72,37,17,2,19,38.9,61.1,Approval,29,1,1,0,3,0,1,5,2,0,0,114,15,0.405,49.6,32.1,0.9,0.54,5,120.7,1,84
LA201044,Karnataka,Bengaluru Rural,Highway,Major Infrastructure,High,25.73,25,14,8,13,73.1,26.9,Ownership Verification,35,0,1,0,3,1,0,0,0,2,0,113,7,0.38,58.4,19.3,1.03,0.64,1,46.8,1,58
LA202497,Maharashtra,Nagpur,Irrigation,Major Infrastructure,Normal,35.5,36,23,5,31,57.5,42.5,Notification,66,1,0,0,3,1,0,2,0,2,0,164,6,0.671,87.3,46.5,1.07,0.42,0,65.83,1,65
LA202261,Karnataka,Tumakuru,Railway,Major Infrastructure,Normal,110.1,32,21,4,18,54.4,45.6,Possession,13,1,1,0,1,0,0,4,3,1,0,97,6,0.349,53.2,,1.14,0.75,3,110.25,1,49
LA202122,Andhra Pradesh,NTR,Highway,Major Infrastructure,High,93.09,35,18,8,24,71.1,28.9,Approval,50,1,0,0,3,0,1,2,0,2,0,190,24,0.484,79.5,25.9,1.14,0.47,6,475.34,1,86
LA201071,Karnataka,Tumakuru,Industrial,Development Project,Critical,12.77,37,20,5,19,73,27,Approval,31,1,1,0,1,0,1,4,1,1,0,153,8,0.582,91.1,55.8,1.08,0.6,9,27.93,1,77
LA200054,Karnataka,Bengaluru Rural,Public Infrastructure,Development Project,Normal,59.62,29,12,4,10,77.1,22.9,Compensation,45,1,0,0,3,0,0,1,0,1,0,186,13,0.179,32.6,79.9,1.01,0.43,8,77.01,1,40
LA200259,Telangana,Rangareddy,Highway,Major Infrastructure,Normal,47.28,23,10,5,19,75.1,24.9,Objection,18,1,0,0,3,0,0,2,1,1,0,119,16,0.497,70.7,22.8,1.14,0.37,3,137.39,1,58
LA200506,Andhra Pradesh,NTR,Railway,Major Infrastructure,Normal,113.44,32,12,6,18,30.8,69.2,Award,17,1,1,0,2,0,0,3,2,0,0,164,6,0.335,48.8,19,0.94,0.7,2,465.45,1,47
LA200753,Karnataka,Tumakuru,Industrial,Development Project,Normal,113,22,12,8,12,66.3,33.7,Notification,16,1,0,1,3,0,1,2,0,1,0,67,7,0.774,108.5,39.4,0.9,0.83,3,132.35,1,63
LA201979,Karnataka,Bengaluru Rural,Highway,Major Infrastructure,High,53,26,17,10,15,54.9,45.1,Approval,27,1,0,1,1,0,0,4,1,0,0,166,9,0.501,71.3,47.1,1.01,0.61,3,77.9,1,55
LA202948,Andhra Pradesh,NTR,Irrigation,Major Infrastructure,Normal,29.67,26,11,7,25,41.7,58.3,Objection,5,1,0,0,0,0,0,1,1,1,0,102,6,0.254,47.6,29.7,1,0.81,5,41.81,1,35
LA202411,Odisha,Khordha,Irrigation,Major Infrastructure,High,33.89,33,22,8,18,73.7,26.3,Ownership Verification,33,1,1,1,2,0,0,1,1,0,0,89,10,0.433,51.1,46.9,1.12,0.65,7,45.68,1,56
LA201518,Odisha,Cuttack,Railway,Major Infrastructure,Normal,26.4,32,14,11,16,49.9,50.1,Award,12,1,0,0,0,0,0,0,0,2,0,208,16,0.196,34.5,14.4,0.94,0.72,2,123.67,1,38
LA202998,Odisha,Cuttack,Industrial,Development Project,Normal,157.99,23,17,11,13,35.9,64.1,Compensation,15,1,0,0,0,1,0,0,0,3,0,105,18,0.197,50,31,1.1,0.48,2,324.37,0,55
LA202274,Telangana,Nalgonda,Railway,Major Infrastructure,Normal,60.81,32,18,11,35,63.1,36.9,Compensation,24,1,0,0,2,1,0,2,0,3,0,188,21,0.473,64,42.1,1.09,0.86,2,240.77,0,76
LA201390,Telangana,Warangal,Irrigation,Major Infrastructure,Normal,102.37,31,13,12,16,81.5,18.5,Notification,44,0,0,0,1,0,0,2,2,2,0,152,3,0.545,69,25.3,1.1,0.79,3,417.42,1,53
LA201267,Telangana,Nalgonda,Public Infrastructure,Development Project,Critical,170.51,20,13,8,16,56.3,43.7,Notification,7,1,0,0,0,0,0,1,1,2,0,146,30,0.273,25.9,,1.09,0.56,4,655.93,0,40
LA202467,Telangana,Nalgonda,Railway,Major Infrastructure,Normal,48.49,32,11,11,21,45.6,54.4,Possession,19,1,0,0,0,0,0,6,3,3,0,117,6,0.851,96.1,82.8,1.05,0.69,2,236.92,1,73
LA201712,Karnataka,Bengaluru Rural,Industrial,Development Project,Normal,76.54,39,30,9,25,69.7,30.3,Approval,29,0,1,0,7,0,1,2,1,2,0,128,9,0.619,90.5,21.5,0.93,0.6,2,103.11,0,73
LA200772,Karnataka,Tumakuru,Highway,Major Infrastructure,High,55.28,40,29,9,26,65.9,34.1,Survey,18,1,0,0,2,0,0,0,0,2,0,91,8,0.366,56.4,56.3,1.07,0.84,4,170.41,1,35
LA202803,Odisha,Ganjam,Highway,Major Infrastructure,High,50.95,36,16,10,21,42.3,57.7,Possession,4,1,0,0,2,0,0,1,1,0,0,179,20,0.611,76.1,48.1,0.98,0.28,5,133.85,1,30
LA201808,Karnataka,Dharwad,Irrigation,Major Infrastructure,Normal,71.74,33,24,10,23,93.3,6.7,Notification,33,1,0,0,4,1,0,1,1,2,0,103,2,0.558,63.1,36.2,1.11,0.79,2,66.86,1,59
LA202686,Karnataka,Dharwad,Irrigation,Major Infrastructure,Normal,122.35,33,15,7,22,62.5,37.5,Approval,62,0,0,0,2,0,1,1,1,1,0,170,3,0.36,52.4,17.9,1.09,0.65,7,105.17,1,47
LA201086,Maharashtra,Kolhapur,Railway,Major Infrastructure,High,13.29,31,22,10,17,41.6,58.4,Ownership Verification,42,1,1,0,2,0,0,0,0,2,0,134,8,0.422,71.6,34.5,0.94,0.69,2,12.43,1,50
LA202258,Odisha,Cuttack,Public Infrastructure,Development Project,High,66.91,30,16,1,19,35.5,64.5,Approval,9,1,0,0,3,0,1,2,1,0,0,82,18,0.308,35.6,24.9,1.04,0.68,3,75.15,0,42
LA201533,Maharashtra,Nagpur,Highway,Major Infrastructure,Normal,53.1,31,24,6,20,96.2,3.8,Survey,21,1,0,0,2,1,0,1,1,3,0,107,6,0.484,74.6,30.2,1.02,0.89,3,264.45,1,53
LA201326,Odisha,Puri,Industrial,Development Project,Critical,51.35,33,24,12,22,86,14,Ownership Verification,7,1,0,0,3,0,0,1,0,1,0,143,6,0.581,78.6,104.3,1.1,0.66,3,223.06,0,32
LA202120,Odisha,Cuttack,Public Infrastructure,Development Project,Normal,182.85,25,14,3,12,67.7,32.3,Compensation,18,0,0,0,1,0,1,1,1,1,0,143,5,0.313,49.5,32.5,0.94,0.75,2,215.29,1,37
LA201813,Odisha,Sambalpur,Railway,Major Infrastructure,Normal,68.9,41,17,3,21,60,40,Award,49,1,0,1,2,1,0,0,0,1,0,141,7,0.323,56.3,17.1,1.11,0.73,4,102.48,1,49
LA201715,Maharashtra,Nashik,Highway,Major Infrastructure,High,24.05,28,16,3,14,61.8,38.2,Compensation,39,0,1,0,2,0,0,0,0,1,0,252,13,0.381,57,28.6,1.17,0.78,3,65.85,1,51
LA202035,Andhra Pradesh,Tirupati,Highway,Major Infrastructure,Critical,82.84,23,9,11,15,74.8,25.2,Compensation,2,1,0,0,1,1,0,1,1,1,0,178,17,0.328,64.5,47.3,1.11,0.9,5,322.39,1,52
LA202424,Andhra Pradesh,Krishna,Highway,Major Infrastructure,Critical,89.95,23,15,2,7,50.5,49.5,Approval,27,1,0,1,3,0,0,3,1,1,0,112,1,0.456,78.7,34.5,0.95,0.75,5,,1,50
LA202435,Karnataka,Mysuru,Irrigation,Major Infrastructure,Critical,79.54,23,16,3,16,66.6,33.4,Compensation,22,1,0,0,4,1,1,2,0,1,1,137,6,0.356,63.1,56.4,1.06,0.79,3,278.09,1,76
LA201682,Karnataka,Belagavi,Public Infrastructure,Development Project,High,105.54,27,13,7,17,87.7,12.3,Ownership Verification,1,1,0,0,2,0,0,1,1,1,0,109,16,0.34,61.2,32,0.89,0.67,6,416.09,1,18
LA202228,Telangana,Medchal-Malkajgiri,Public Infrastructure,Development Project,Normal,48.4,34,24,5,20,66.1,33.9,Compensation,7,1,0,1,4,0,0,4,1,3,0,109,19,0.38,52.3,59.1,1.03,0.74,4,141.18,1,68
LA201164,Karnataka,Bengaluru Rural,Public Infrastructure,Development Project,Normal,72.4,25,12,2,19,37.1,62.9,Notification,45,1,0,1,3,1,0,1,0,1,0,202,5,0.6,85,35.8,1.06,0.52,4,303.69,1,65
LA200964,Maharashtra,Aurangabad,Railway,Major Infrastructure,Normal,80.38,34,23,10,26,56.4,43.6,Objection,8,1,0,0,2,0,0,2,1,3,0,97,11,0.258,53.7,24.3,0.94,0.64,2,91.14,0,46
LA202903,Karnataka,Dharwad,Irrigation,Major Infrastructure,Normal,12.27,23,13,2,17,55.2,44.8,Compensation,47,1,0,0,1,1,0,,1,2,0,139,19,0.402,58.8,29.7,1.1,0.71,5,31.99,0,63
LA201663,Odisha,Puri,Railway,Major Infrastructure,Normal,110.1,32,17,3,27,98,2,Objection,74,1,0,0,1,0,0,1,0,2,0,248,0,0.183,31.1,70.1,1.07,0.53,5,518.1,1,47
LA200399,Odisha,Sambalpur,Highway,Major Infrastructure,Normal,25.19,20,13,3,16,39.7,60.3,Survey,21,1,0,0,6,0,0,0,0,2,0,113,4,0.633,75.5,28.6,1.08,0.61,2,40.38,0,46
LA200585,Andhra Pradesh,Guntur,Highway,Major Infrastructure,Critical,65.03,27,16,11,18,81.7,18.3,Approval,18,0,0,0,2,0,0,1,0,0,0,99,38,0.429,51,15.7,1.06,0.62,6,211.47,1,50
LA200949,Maharashtra,Kolhapur,Highway,Major Infrastructure,Normal,49.17,34,24,10,26,79.1,20.9,Ownership Verification,64,1,1,1,2,0,1,0,0,2,0,154,8,0.645,87.7,35.7,1.1,0.58,6,96.69,1,76
LA200705,Telangana,Medchal-Malkajgiri,Industrial,Development Project,High,134.74,33,16,9,19,92.5,7.5,Survey,31,1,1,0,1,1,0,1,1,1,0,109,18,0.465,74.4,44.4,0.98,0.81,3,300.43,1,73
LA200432,Andhra Pradesh,Tirupati,Public Infrastructure,Development Project,Normal,133.38,34,14,6,24,86.1,13.9,Ownership Verification,34,0,0,0,2,0,0,2,2,0,0,149,9,0.369,67.5,21.8,1.09,0.87,3,134.88,1,47
LA200293,Maharashtra,Kolhapur,Highway,Major Infrastructure,Normal,54.61,32,25,4,14,73.2,26.8,Notification,84,1,0,0,3,0,0,2,2,0,0,202,14,0.462,66,44.4,1.02,0.8,4,92.54,1,54
